timestamp,date,time,avg_speed,weather_type,weather_code,temperature,precipitation,intensity_30min,cars,trucks,busses
2024-02-16 03:00:00,2024-02-16,03:00:00,100.02,cloudy,3,-2.2,0.0,20,16,2,2
2024-02-16 03:30:00,2024-02-16,03:30:00,75.36,snow,71,-6.4,1.3,13,9,1,3
2024-02-16 04:00:00,2024-02-16,04:00:00,90.77,cloudy,3,-10.1,0.0,8,6,1,1
2024-02-16 04:30:00,2024-02-16,04:30:00,96.66,clear,1,-5.4,0.0,17,13,1,3
2024-02-16 05:00:00,2024-02-16,05:00:00,93.85,partly_cloudy,2,-7.8,0.0,19,15,1,3
2024-02-16 05:30:00,2024-02-16,05:30:00,91.25,partly_cloudy,2,-3.8,0.0,16,13,1,2
2024-02-16 06:00:00,2024-02-16,06:00:00,71.73,snow,71,-5.2,1.6,74,53,9,12
2024-02-16 06:30:00,2024-02-16,06:30:00,91.34,cloudy,3,-4.6,0.0,83,66,10,7
2024-02-16 07:00:00,2024-02-16,07:00:00,46.04,snow,71,-1.4,1.7,183,135,23,25
2024-02-16 07:30:00,2024-02-16,07:30:00,75.26,clear,1,-6.1,0.0,181,130,15,36
2024-02-16 08:00:00,2024-02-16,08:00:00,33.86,partly_cloudy,2,-7.9,0.0,277,201,31,45
2024-02-16 08:30:00,2024-02-16,08:30:00,65.81,clear,1,-7.9,0.0,195,140,24,31
2024-02-16 09:00:00,2024-02-16,09:00:00,42.46,snow,71,-1.5,1.5,184,143,16,25
2024-02-16 09:30:00,2024-02-16,09:30:00,44.46,clear,1,-1.6,0.0,207,149,17,41
2024-02-16 10:00:00,2024-02-16,10:00:00,70.08,clear,1,-4.4,0.0,178,135,19,24
2024-02-16 10:30:00,2024-02-16,10:30:00,82.12,clear,1,-5.6,0.0,153,114,13,26
2024-02-16 11:00:00,2024-02-16,11:00:00,71.89,partly_cloudy,2,-5.4,0.0,159,116,13,30
2024-02-16 11:30:00,2024-02-16,11:30:00,67.98,partly_cloudy,2,-3.2,0.0,183,132,15,36
2024-02-16 12:00:00,2024-02-16,12:00:00,69.96,partly_cloudy,2,1.6,0.0,148,114,19,15
2024-02-16 12:30:00,2024-02-16,12:30:00,75.34,partly_cloudy,2,1.1,0.0,109,79,13,17
2024-02-16 13:00:00,2024-02-16,13:00:00,56.49,partly_cloudy,2,1.0,0.0,211,168,23,20
2024-02-16 13:30:00,2024-02-16,13:30:00,75.32,clear,1,-0.8,0.0,155,124,13,18
2024-02-16 14:00:00,2024-02-16,14:00:00,54.33,heavy_rain,63,2.0,4.5,123,90,12,21
2024-02-16 14:30:00,2024-02-16,14:30:00,89.81,clear,1,-4.1,0.0,129,97,16,16
2024-02-16 15:00:00,2024-02-16,15:00:00,43.4,snow,71,-1.4,0.2,179,138,19,22
2024-02-16 15:30:00,2024-02-16,15:30:00,72.29,partly_cloudy,2,-3.0,0.0,184,139,18,27
2024-02-16 16:00:00,2024-02-16,16:00:00,78.13,clear,1,0.2,0.0,188,147,19,22
2024-02-16 16:30:00,2024-02-16,16:30:00,50.93,cloudy,3,-1.5,0.0,221,165,23,33
2024-02-16 17:00:00,2024-02-16,17:00:00,5.0,fog,45,-3.6,0.0,323,259,42,22
2024-02-16 17:30:00,2024-02-16,17:30:00,44.65,cloudy,3,-7.1,0.0,225,179,19,27
2024-02-16 18:00:00,2024-02-16,18:00:00,29.58,fog,45,-1.9,0.0,237,193,30,14
2024-02-16 18:30:00,2024-02-16,18:30:00,41.54,cloudy,3,-8.8,0.0,238,184,32,22
2024-02-16 19:00:00,2024-02-16,19:00:00,55.83,clear,1,-7.4,0.0,186,144,18,24
2024-02-16 19:30:00,2024-02-16,19:30:00,69.12,cloudy,3,-1.9,0.0,164,122,14,28
2024-02-16 20:00:00,2024-02-16,20:00:00,75.17,partly_cloudy,2,-7.0,0.0,116,84,15,17
2024-02-16 20:30:00,2024-02-16,20:30:00,76.99,partly_cloudy,2,-7.6,0.0,140,114,11,15
2024-02-16 21:00:00,2024-02-16,21:00:00,91.59,clear,1,-10.5,0.0,85,68,8,9
2024-02-16 21:30:00,2024-02-16,21:30:00,72.77,partly_cloudy,2,-9.1,0.0,106,77,11,18
2024-02-16 22:00:00,2024-02-16,22:00:00,85.44,partly_cloudy,2,-8.7,0.0,67,53,5,9
2024-02-16 22:30:00,2024-02-16,22:30:00,73.31,snow,71,-7.7,1.9,51,41,6,4
2024-02-16 23:00:00,2024-02-16,23:00:00,88.53,cloudy,3,-10.6,0.0,77,57,9,11
2024-02-16 23:30:00,2024-02-16,23:30:00,74.44,snow,71,-3.3,1.1,52,42,6,4
2024-02-17 00:00:00,2024-02-17,00:00:00,91.32,clear,1,-10.6,0.0,38,29,4,5
2024-02-17 00:30:00,2024-02-17,00:30:00,86.17,partly_cloudy,2,-5.3,0.0,29,23,3,3
2024-02-17 01:00:00,2024-02-17,01:00:00,96.27,cloudy,3,-10.0,0.0,28,21,2,5
2024-02-17 01:30:00,2024-02-17,01:30:00,99.35,cloudy,3,-11.8,0.0,28,20,3,5
2024-02-17 02:00:00,2024-02-17,02:00:00,80.72,snow,71,-9.9,0.7,26,21,2,3
2024-02-17 02:30:00,2024-02-17,02:30:00,91.92,clear,1,-10.4,0.0,22,16,2,4
2024-02-17 03:00:00,2024-02-17,03:00:00,72.78,snow,71,-9.1,0.2,5,3,0,2
2024-02-17 03:30:00,2024-02-17,03:30:00,95.7,partly_cloudy,2,-7.0,0.0,22,16,2,4
2024-02-17 04:00:00,2024-02-17,04:00:00,104.45,clear,1,-10.8,0.0,11,7,1,3
2024-02-17 04:30:00,2024-02-17,04:30:00,98.99,cloudy,3,-4.7,0.0,21,16,1,4
2024-02-17 05:00:00,2024-02-17,05:00:00,95.52,partly_cloudy,2,-6.4,0.0,19,14,1,4
2024-02-17 05:30:00,2024-02-17,05:30:00,79.96,snow,71,-4.2,0.5,19,15,1,3
2024-02-17 06:00:00,2024-02-17,06:00:00,80.99,fog,45,-0.9,0.0,32,24,3,5
2024-02-17 06:30:00,2024-02-17,06:30:00,93.03,clear,1,-4.8,0.0,43,32,3,8
2024-02-17 07:00:00,2024-02-17,07:00:00,89.32,cloudy,3,-2.4,0.0,51,38,5,8
2024-02-17 07:30:00,2024-02-17,07:30:00,90.12,cloudy,3,-1.0,0.0,57,42,6,9
2024-02-17 08:00:00,2024-02-17,08:00:00,86.57,cloudy,3,-2.9,0.0,90,65,12,13
2024-02-17 08:30:00,2024-02-17,08:30:00,95.04,partly_cloudy,2,-0.5,0.0,85,62,11,12
2024-02-17 09:00:00,2024-02-17,09:00:00,70.88,cloudy,3,-1.9,0.0,126,93,16,17
2024-02-17 09:30:00,2024-02-17,09:30:00,71.82,cloudy,3,-7.1,0.0,126,91,12,23
2024-02-17 10:00:00,2024-02-17,10:00:00,62.46,clear,1,-1.0,0.0,190,155,19,16
2024-02-17 10:30:00,2024-02-17,10:30:00,61.42,partly_cloudy,2,-3.9,0.0,181,145,17,19
2024-02-17 11:00:00,2024-02-17,11:00:00,33.82,cloudy,3,-10.8,0.0,256,208,26,22
2024-02-17 11:30:00,2024-02-17,11:30:00,39.13,partly_cloudy,2,-5.2,0.0,221,169,19,33
2024-02-17 12:00:00,2024-02-17,12:00:00,55.34,clear,1,1.9,0.0,205,150,23,32
2024-02-17 12:30:00,2024-02-17,12:30:00,26.81,snow,71,-0.0,0.4,226,170,23,33
2024-02-17 13:00:00,2024-02-17,13:00:00,57.24,clear,1,0.5,0.0,209,157,26,26
2024-02-17 13:30:00,2024-02-17,13:30:00,18.28,fog,45,-1.6,0.0,241,189,28,24
2024-02-17 14:00:00,2024-02-17,14:00:00,42.87,snow,71,-0.6,1.9,187,141,21,25
2024-02-17 14:30:00,2024-02-17,14:30:00,44.16,heavy_rain,63,1.0,7.8,194,151,18,25
2024-02-17 15:00:00,2024-02-17,15:00:00,46.32,partly_cloudy,2,-0.8,0.0,223,180,28,15
2024-02-17 15:30:00,2024-02-17,15:30:00,66.45,cloudy,3,0.5,0.0,171,132,22,17
2024-02-17 16:00:00,2024-02-17,16:00:00,56.18,snow,71,-6.4,0.6,169,126,18,25
2024-02-17 16:30:00,2024-02-17,16:30:00,69.69,clear,1,-2.3,0.0,191,150,16,25
2024-02-17 17:00:00,2024-02-17,17:00:00,85.14,partly_cloudy,2,-2.8,0.0,163,129,14,20
2024-02-17 17:30:00,2024-02-17,17:30:00,67.53,cloudy,3,-3.0,0.0,157,122,19,16
2024-02-17 18:00:00,2024-02-17,18:00:00,65.28,cloudy,3,-8.1,0.0,192,143,18,31
2024-02-17 18:30:00,2024-02-17,18:30:00,67.99,cloudy,3,-2.5,0.0,178,136,24,18
2024-02-17 19:00:00,2024-02-17,19:00:00,73.11,clear,1,-3.4,0.0,112,90,12,10
2024-02-17 19:30:00,2024-02-17,19:30:00,57.43,clear,1,-4.9,0.0,139,102,17,20
2024-02-17 20:00:00,2024-02-17,20:00:00,91.23,partly_cloudy,2,-4.7,0.0,81,59,11,11
2024-02-17 20:30:00,2024-02-17,20:30:00,87.31,partly_cloudy,2,-6.4,0.0,80,58,7,15
2024-02-17 21:00:00,2024-02-17,21:00:00,89.18,clear,1,-4.9,0.0,62,46,8,8
2024-02-17 21:30:00,2024-02-17,21:30:00,81.22,fog,45,-5.4,0.0,73,56,7,10
2024-02-17 22:00:00,2024-02-17,22:00:00,81.58,clear,1,-6.4,0.0,88,63,10,15
2024-02-17 22:30:00,2024-02-17,22:30:00,92.52,partly_cloudy,2,-5.3,0.0,64,51,6,7
2024-02-17 23:00:00,2024-02-17,23:00:00,66.93,snow,71,-4.8,1.5,39,28,4,7
2024-02-17 23:30:00,2024-02-17,23:30:00,80.67,clear,1,-5.8,0.0,46,33,4,9
2024-02-18 00:00:00,2024-02-18,00:00:00,81.72,snow,71,-6.2,1.5,35,25,3,7
2024-02-18 00:30:00,2024-02-18,00:30:00,94.61,cloudy,3,-11.1,0.0,60,48,7,5
2024-02-18 01:00:00,2024-02-18,01:00:00,76.67,snow,71,-7.5,1.0,22,16,2,4
2024-02-18 01:30:00,2024-02-18,01:30:00,88.89,cloudy,3,-8.5,0.0,18,14,2,2
2024-02-18 02:00:00,2024-02-18,02:00:00,65.38,snow,71,-9.7,1.9,26,19,2,5
2024-02-18 02:30:00,2024-02-18,02:30:00,103.67,partly_cloudy,2,-9.8,0.0,24,18,2,4
2024-02-18 03:00:00,2024-02-18,03:00:00,83.48,partly_cloudy,2,-9.5,0.0,12,8,0,4
2024-02-18 03:30:00,2024-02-18,03:30:00,87.73,cloudy,3,-5.9,0.0,18,14,1,3
2024-02-18 04:00:00,2024-02-18,04:00:00,93.33,clear,1,-7.8,0.0,5,3,0,2
2024-02-18 04:30:00,2024-02-18,04:30:00,91.1,cloudy,3,-6.7,0.0,13,10,1,2
2024-02-18 05:00:00,2024-02-18,05:00:00,106.87,cloudy,3,-13.4,0.0,33,24,4,5
2024-02-18 05:30:00,2024-02-18,05:30:00,84.06,snow,71,-5.2,1.2,15,10,1,4
2024-02-18 06:00:00,2024-02-18,06:00:00,78.15,fog,45,-3.3,0.0,12,9,1,2
2024-02-18 06:30:00,2024-02-18,06:30:00,80.58,snow,71,-7.8,2.0,28,20,2,6
2024-02-18 07:00:00,2024-02-18,07:00:00,93.87,cloudy,3,-4.9,0.0,54,40,4,10
2024-02-18 07:30:00,2024-02-18,07:30:00,100.7,cloudy,3,-3.3,0.0,63,49,8,6
2024-02-18 08:00:00,2024-02-18,08:00:00,79.13,cloudy,3,-8.0,0.0,103,79,10,14
2024-02-18 08:30:00,2024-02-18,08:30:00,81.69,partly_cloudy,2,-7.2,0.0,118,89,10,19
2024-02-18 09:00:00,2024-02-18,09:00:00,69.74,partly_cloudy,2,-8.1,0.0,161,119,15,27
2024-02-18 09:30:00,2024-02-18,09:30:00,52.98,snow,71,-4.2,0.4,133,104,13,16
2024-02-18 10:00:00,2024-02-18,10:00:00,49.22,cloudy,3,-0.6,0.0,193,144,22,27
2024-02-18 10:30:00,2024-02-18,10:30:00,60.51,snow,71,-8.7,0.6,200,153,20,27
2024-02-18 11:00:00,2024-02-18,11:00:00,42.48,clear,1,-3.2,0.0,203,162,16,25
2024-02-18 11:30:00,2024-02-18,11:30:00,47.88,partly_cloudy,2,-4.9,0.0,239,192,25,22
2024-02-18 12:00:00,2024-02-18,12:00:00,68.84,clear,1,-1.0,0.0,198,154,25,19
2024-02-18 12:30:00,2024-02-18,12:30:00,41.91,partly_cloudy,2,-0.6,0.0,221,160,28,33
2024-02-18 13:00:00,2024-02-18,13:00:00,41.26,cloudy,3,-2.7,0.0,248,202,26,20
2024-02-18 13:30:00,2024-02-18,13:30:00,53.99,partly_cloudy,2,2.5,0.0,198,144,23,31
2024-02-18 14:00:00,2024-02-18,14:00:00,62.47,rain,61,2.1,0.4,187,145,23,19
2024-02-18 14:30:00,2024-02-18,14:30:00,61.14,partly_cloudy,2,3.1,0.0,152,110,13,29
2024-02-18 15:00:00,2024-02-18,15:00:00,40.47,partly_cloudy,2,-3.9,0.0,210,155,17,38
2024-02-18 15:30:00,2024-02-18,15:30:00,55.18,heavy_rain,63,0.3,6.7,142,105,18,19
2024-02-18 16:00:00,2024-02-18,16:00:00,43.86,clear,1,0.3,0.0,202,155,22,25
2024-02-18 16:30:00,2024-02-18,16:30:00,72.07,clear,1,1.5,0.0,190,153,25,12
2024-02-18 17:00:00,2024-02-18,17:00:00,70.2,partly_cloudy,2,-5.9,0.0,179,141,24,14
2024-02-18 17:30:00,2024-02-18,17:30:00,70.69,fog,45,-2.5,0.0,152,111,17,24
2024-02-18 18:00:00,2024-02-18,18:00:00,77.64,cloudy,3,-0.6,0.0,136,107,18,11
2024-02-18 18:30:00,2024-02-18,18:30:00,76.88,cloudy,3,-7.5,0.0,145,114,13,18
2024-02-18 19:00:00,2024-02-18,19:00:00,66.87,snow,71,-2.1,0.7,91,69,9,13
2024-02-18 19:30:00,2024-02-18,19:30:00,76.43,clear,1,-2.3,0.0,115,90,15,10
2024-02-18 20:00:00,2024-02-18,20:00:00,77.42,partly_cloudy,2,-5.3,0.0,112,87,9,16
2024-02-18 20:30:00,2024-02-18,20:30:00,88.28,cloudy,3,-5.1,0.0,93,68,11,14
2024-02-18 21:00:00,2024-02-18,21:00:00,94.99,cloudy,3,-4.8,0.0,59,46,7,6
2024-02-18 21:30:00,2024-02-18,21:30:00,90.87,fog,45,-5.7,0.0,88,68,11,9
2024-02-18 22:00:00,2024-02-18,22:00:00,99.17,clear,1,-5.0,0.0,35,27,4,4
2024-02-18 22:30:00,2024-02-18,22:30:00,106.28,partly_cloudy,2,-0.6,0.0,53,38,7,8
2024-02-18 23:00:00,2024-02-18,23:00:00,85.11,fog,45,-3.5,0.0,74,55,7,12
2024-02-18 23:30:00,2024-02-18,23:30:00,94.77,partly_cloudy,2,-5.9,0.0,58,45,5,8
2024-02-19 00:00:00,2024-02-19,00:00:00,83.33,fog,45,-4.8,0.0,39,31,4,4
2024-02-19 00:30:00,2024-02-19,00:30:00,80.26,fog,45,-11.2,0.0,29,23,2,4
2024-02-19 01:00:00,2024-02-19,01:00:00,95.94,partly_cloudy,2,-6.1,0.0,21,15,1,5
2024-02-19 01:30:00,2024-02-19,01:30:00,93.19,cloudy,3,-6.2,0.0,24,17,3,4
2024-02-19 02:00:00,2024-02-19,02:00:00,88.43,partly_cloudy,2,-9.8,0.0,18,14,1,3
2024-02-19 02:30:00,2024-02-19,02:30:00,71.85,snow,71,-2.2,1.5,17,12,2,3
2024-02-19 03:00:00,2024-02-19,03:00:00,81.56,snow,71,-10.2,0.9,15,11,1,3
2024-02-19 03:30:00,2024-02-19,03:30:00,85.34,fog,45,-8.3,0.0,8,6,0,2
2024-02-19 04:00:00,2024-02-19,04:00:00,93.96,cloudy,3,-4.3,0.0,24,18,2,4
2024-02-19 04:30:00,2024-02-19,04:30:00,71.1,snow,71,-10.9,0.7,26,20,3,3
2024-02-19 05:00:00,2024-02-19,05:00:00,65.5,snow,71,-5.1,1.8,4,3,0,1
2024-02-19 05:30:00,2024-02-19,05:30:00,88.05,snow,71,-4.7,0.9,24,18,2,4
2024-02-19 06:00:00,2024-02-19,06:00:00,77.56,fog,45,-6.5,0.0,77,56,9,12
2024-02-19 06:30:00,2024-02-19,06:30:00,78.56,snow,71,-6.1,0.5,73,52,6,15
2024-02-19 07:00:00,2024-02-19,07:00:00,57.87,clear,1,-5.9,0.0,157,119,16,22
2024-02-19 07:30:00,2024-02-19,07:30:00,55.38,cloudy,3,-5.9,0.0,219,169,18,32
2024-02-19 08:00:00,2024-02-19,08:00:00,26.77,snow,71,-8.3,1.8,222,173,26,23
2024-02-19 08:30:00,2024-02-19,08:30:00,46.61,cloudy,3,-2.6,0.0,213,163,27,23
2024-02-19 09:00:00,2024-02-19,09:00:00,44.09,cloudy,3,-4.0,0.0,256,204,25,27
2024-02-19 09:30:00,2024-02-19,09:30:00,65.15,cloudy,3,-11.8,0.0,192,142,15,35
2024-02-19 10:00:00,2024-02-19,10:00:00,90.94,cloudy,3,-2.4,0.0,134,105,13,16
2024-02-19 10:30:00,2024-02-19,10:30:00,49.65,snow,71,-6.0,1.0,195,151,25,19
2024-02-19 11:00:00,2024-02-19,11:00:00,83.5,cloudy,3,-8.3,0.0,143,109,15,19
2024-02-19 11:30:00,2024-02-19,11:30:00,77.43,clear,1,-3.8,0.0,154,114,14,26
2024-02-19 12:00:00,2024-02-19,12:00:00,76.99,clear,1,3.2,0.0,157,114,13,30
2024-02-19 12:30:00,2024-02-19,12:30:00,66.25,cloudy,3,4.4,0.0,142,115,13,14
2024-02-19 13:00:00,2024-02-19,13:00:00,68.81,partly_cloudy,2,1.2,0.0,148,114,17,17
2024-02-19 13:30:00,2024-02-19,13:30:00,56.46,partly_cloudy,2,-1.0,0.0,154,116,13,25
2024-02-19 14:00:00,2024-02-19,14:00:00,63.2,partly_cloudy,2,1.9,0.0,184,148,20,16
2024-02-19 14:30:00,2024-02-19,14:30:00,59.21,heavy_rain,63,2.4,7.3,133,99,11,23
2024-02-19 15:00:00,2024-02-19,15:00:00,32.87,snow,71,-1.9,0.6,207,167,28,12
2024-02-19 15:30:00,2024-02-19,15:30:00,74.4,cloudy,3,-2.6,0.0,157,127,19,11
2024-02-19 16:00:00,2024-02-19,16:00:00,44.82,heavy_rain,63,2.5,6.1,199,158,25,16
2024-02-19 16:30:00,2024-02-19,16:30:00,68.05,cloudy,3,3.6,0.0,169,126,16,27
2024-02-19 17:00:00,2024-02-19,17:00:00,32.63,snow,71,-6.5,1.0,228,166,30,32
2024-02-19 17:30:00,2024-02-19,17:30:00,35.21,partly_cloudy,2,-9.9,0.0,294,236,31,27
2024-02-19 18:00:00,2024-02-19,18:00:00,54.25,clear,1,-3.5,0.0,207,159,27,21
2024-02-19 18:30:00,2024-02-19,18:30:00,35.23,snow,71,-6.0,0.9,225,180,21,24
2024-02-19 19:00:00,2024-02-19,19:00:00,48.37,cloudy,3,-4.7,0.0,216,157,20,39
2024-02-19 19:30:00,2024-02-19,19:30:00,75.11,cloudy,3,-6.0,0.0,176,127,21,28
2024-02-19 20:00:00,2024-02-19,20:00:00,67.79,fog,45,-5.3,0.0,108,88,13,7
2024-02-19 20:30:00,2024-02-19,20:30:00,85.61,clear,1,-6.1,0.0,122,95,11,16
2024-02-19 21:00:00,2024-02-19,21:00:00,96.54,partly_cloudy,2,-5.6,0.0,59,47,5,7
2024-02-19 21:30:00,2024-02-19,21:30:00,91.61,cloudy,3,-1.5,0.0,106,77,9,20
2024-02-19 22:00:00,2024-02-19,22:00:00,101.84,partly_cloudy,2,-6.7,0.0,73,59,8,6
2024-02-19 22:30:00,2024-02-19,22:30:00,85.71,partly_cloudy,2,-5.6,0.0,52,37,6,9
2024-02-19 23:00:00,2024-02-19,23:00:00,88.3,partly_cloudy,2,-3.9,0.0,37,27,4,6
2024-02-19 23:30:00,2024-02-19,23:30:00,88.98,partly_cloudy,2,-6.7,0.0,68,53,6,9
2024-02-20 00:00:00,2024-02-20,00:00:00,90.86,cloudy,3,-9.8,0.0,39,29,5,5
2024-02-20 00:30:00,2024-02-20,00:30:00,77.26,snow,71,-12.5,1.4,32,25,3,4
2024-02-20 01:00:00,2024-02-20,01:00:00,90.95,clear,1,-8.6,0.0,26,20,2,4
2024-02-20 01:30:00,2024-02-20,01:30:00,91.37,partly_cloudy,2,-4.6,0.0,26,19,2,5
2024-02-20 02:00:00,2024-02-20,02:00:00,84.65,clear,1,-8.8,0.0,17,13,1,3
2024-02-20 02:30:00,2024-02-20,02:30:00,74.26,snow,71,-6.0,0.3,13,9,1,3
2024-02-20 03:00:00,2024-02-20,03:00:00,64.54,snow,71,-9.2,1.9,8,6,0,2
2024-02-20 03:30:00,2024-02-20,03:30:00,91.1,partly_cloudy,2,-10.7,0.0,16,12,1,3
2024-02-20 04:00:00,2024-02-20,04:00:00,90.05,partly_cloudy,2,-11.2,0.0,14,10,1,3
2024-02-20 04:30:00,2024-02-20,04:30:00,92.78,partly_cloudy,2,-7.9,0.0,13,9,1,3
2024-02-20 05:00:00,2024-02-20,05:00:00,78.67,snow,71,-7.3,1.8,24,18,2,4
2024-02-20 05:30:00,2024-02-20,05:30:00,89.99,snow,71,-6.2,1.0,10,7,1,2
2024-02-20 06:00:00,2024-02-20,06:00:00,95.74,partly_cloudy,2,-7.3,0.0,85,61,8,16
2024-02-20 06:30:00,2024-02-20,06:30:00,66.9,snow,71,-1.9,1.2,93,75,11,7
2024-02-20 07:00:00,2024-02-20,07:00:00,39.82,clear,1,-5.6,0.0,223,174,27,22
2024-02-20 07:30:00,2024-02-20,07:30:00,28.55,snow,71,-6.9,1.2,216,166,26,24
2024-02-20 08:00:00,2024-02-20,08:00:00,57.67,fog,45,-4.2,0.0,165,128,21,16
2024-02-20 08:30:00,2024-02-20,08:30:00,21.05,snow,71,-5.8,1.1,257,209,31,17
2024-02-20 09:00:00,2024-02-20,09:00:00,44.62,cloudy,3,-3.8,0.0,240,179,29,32
2024-02-20 09:30:00,2024-02-20,09:30:00,39.96,partly_cloudy,2,-6.3,0.0,239,178,19,42
2024-02-20 10:00:00,2024-02-20,10:00:00,67.49,clear,1,-1.1,0.0,132,104,12,16
2024-02-20 10:30:00,2024-02-20,10:30:00,69.27,clear,1,-6.8,0.0,167,127,20,20
2024-02-20 11:00:00,2024-02-20,11:00:00,47.07,clear,1,-3.8,0.0,180,143,23,14
2024-02-20 11:30:00,2024-02-20,11:30:00,77.04,clear,1,-8.2,0.0,130,94,14,22
2024-02-20 12:00:00,2024-02-20,12:00:00,58.04,rain,61,1.2,2.3,177,132,19,26
2024-02-20 12:30:00,2024-02-20,12:30:00,59.77,snow,71,-0.7,1.0,133,102,16,15
2024-02-20 13:00:00,2024-02-20,13:00:00,51.66,cloudy,3,-0.7,0.0,194,154,22,18
2024-02-20 13:30:00,2024-02-20,13:30:00,56.29,snow,71,-2.9,1.2,124,94,13,17
2024-02-20 14:00:00,2024-02-20,14:00:00,77.18,clear,1,-2.5,0.0,164,119,19,26
2024-02-20 14:30:00,2024-02-20,14:30:00,82.26,clear,1,2.3,0.0,117,95,12,10
2024-02-20 15:00:00,2024-02-20,15:00:00,52.7,cloudy,3,1.8,0.0,171,130,23,18
2024-02-20 15:30:00,2024-02-20,15:30:00,41.4,snow,71,-1.6,0.2,159,126,18,15
2024-02-20 16:00:00,2024-02-20,16:00:00,61.11,cloudy,3,1.1,0.0,193,157,19,17
2024-02-20 16:30:00,2024-02-20,16:30:00,52.63,fog,45,-0.7,0.0,200,161,27,12
2024-02-20 17:00:00,2024-02-20,17:00:00,19.12,snow,71,-9.0,1.3,229,169,27,33
2024-02-20 17:30:00,2024-02-20,17:30:00,41.02,partly_cloudy,2,-8.1,0.0,238,190,28,20
2024-02-20 18:00:00,2024-02-20,18:00:00,32.11,cloudy,3,-6.7,0.0,257,209,25,23
2024-02-20 18:30:00,2024-02-20,18:30:00,27.17,clear,1,-2.9,0.0,294,220,23,51
2024-02-20 19:00:00,2024-02-20,19:00:00,72.09,clear,1,-7.3,0.0,164,128,22,14
2024-02-20 19:30:00,2024-02-20,19:30:00,60.29,snow,71,-2.7,1.1,153,113,13,27
2024-02-20 20:00:00,2024-02-20,20:00:00,68.25,cloudy,3,-4.3,0.0,120,90,12,18
2024-02-20 20:30:00,2024-02-20,20:30:00,68.89,partly_cloudy,2,-7.8,0.0,129,100,17,12
2024-02-20 21:00:00,2024-02-20,21:00:00,90.8,partly_cloudy,2,-6.5,0.0,76,61,8,7
2024-02-20 21:30:00,2024-02-20,21:30:00,78.06,cloudy,3,-7.9,0.0,101,77,12,12
2024-02-20 22:00:00,2024-02-20,22:00:00,88.02,fog,45,-1.4,0.0,83,64,8,11
2024-02-20 22:30:00,2024-02-20,22:30:00,90.94,clear,1,-2.4,0.0,73,55,8,10
2024-02-20 23:00:00,2024-02-20,23:00:00,77.53,fog,45,-2.0,0.0,45,34,5,6
2024-02-20 23:30:00,2024-02-20,23:30:00,88.2,cloudy,3,-4.6,0.0,68,55,8,5
2024-02-21 00:00:00,2024-02-21,00:00:00,89.78,partly_cloudy,2,-5.4,0.0,33,25,3,5
2024-02-21 00:30:00,2024-02-21,00:30:00,74.19,snow,71,-6.4,1.4,18,13,1,4
2024-02-21 01:00:00,2024-02-21,01:00:00,84.24,cloudy,3,-8.4,0.0,21,16,2,3
2024-02-21 01:30:00,2024-02-21,01:30:00,85.54,fog,45,-2.8,0.0,5,3,0,2
2024-02-21 02:00:00,2024-02-21,02:00:00,102.35,clear,1,-3.8,0.0,18,14,1,3
2024-02-21 02:30:00,2024-02-21,02:30:00,88.56,clear,1,-13.5,0.0,12,9,1,2
2024-02-21 03:00:00,2024-02-21,03:00:00,80.07,snow,71,-8.0,1.2,19,14,2,3
2024-02-21 03:30:00,2024-02-21,03:30:00,81.14,snow,71,-10.7,0.9,10,7,1,2
2024-02-21 04:00:00,2024-02-21,04:00:00,89.51,partly_cloudy,2,-4.5,0.0,15,11,1,3
2024-02-21 04:30:00,2024-02-21,04:30:00,93.87,cloudy,3,-10.2,0.0,10,7,0,3
2024-02-21 05:00:00,2024-02-21,05:00:00,84.53,cloudy,3,-5.0,0.0,13,9,1,3
2024-02-21 05:30:00,2024-02-21,05:30:00,103.37,cloudy,3,-3.0,0.0,16,12,2,2
2024-02-21 06:00:00,2024-02-21,06:00:00,71.43,snow,71,-7.8,0.2,77,60,8,9
2024-02-21 06:30:00,2024-02-21,06:30:00,93.41,partly_cloudy,2,-6.2,0.0,78,56,7,15
2024-02-21 07:00:00,2024-02-21,07:00:00,83.89,cloudy,3,-8.3,0.0,188,153,21,14
2024-02-21 07:30:00,2024-02-21,07:30:00,44.49,cloudy,3,1.3,0.0,207,153,19,35
2024-02-21 08:00:00,2024-02-21,08:00:00,5.0,fog,45,-4.9,0.0,306,229,36,41
2024-02-21 08:30:00,2024-02-21,08:30:00,34.48,clear,1,-2.6,0.0,271,208,26,37
2024-02-21 09:00:00,2024-02-21,09:00:00,47.76,partly_cloudy,2,-3.2,0.0,201,150,18,33
2024-02-21 09:30:00,2024-02-21,09:30:00,72.57,partly_cloudy,2,-7.2,0.0,189,137,16,36
2024-02-21 10:00:00,2024-02-21,10:00:00,54.73,cloudy,3,-1.1,0.0,206,151,17,38
2024-02-21 10:30:00,2024-02-21,10:30:00,42.47,clear,1,-8.1,0.0,249,185,24,40
2024-02-21 11:00:00,2024-02-21,11:00:00,62.53,snow,71,-8.7,1.4,142,104,18,20
2024-02-21 11:30:00,2024-02-21,11:30:00,73.76,cloudy,3,-5.9,0.0,155,115,17,23
2024-02-21 12:00:00,2024-02-21,12:00:00,55.93,snow,71,-0.3,2.0,168,126,14,28
